id,farm_id,location_id,metric_code,value,status,quality_score,recorded_at,created_at
501,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,43.0000,normal,1.00,2025-02-21 00:00:00+00,2025-08-09 06:58:58.765837+00
502,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,35.5000,normal,1.00,2025-02-22 00:00:00+00,2025-08-09 06:58:58.765837+00
503,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,33.5000,normal,1.00,2025-02-23 00:00:00+00,2025-08-09 06:58:58.765837+00
504,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,37.5000,normal,1.00,2025-02-24 00:00:00+00,2025-08-09 06:58:58.765837+00
505,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,38.5000,normal,1.00,2025-02-25 00:00:00+00,2025-08-09 06:58:58.765837+00
506,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,36.5000,normal,1.00,2025-02-26 00:00:00+00,2025-08-09 06:58:58.765837+00
507,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,36.2500,normal,1.00,2025-02-27 00:00:00+00,2025-08-09 06:58:58.765837+00
508,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,45.7500,normal,1.00,2025-02-28 00:00:00+00,2025-08-09 06:58:58.765837+00
509,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.2500,normal,1.00,2025-03-01 00:00:00+00,2025-08-09 06:58:58.765837+00
510,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.7500,normal,1.00,2025-03-02 00:00:00+00,2025-08-09 06:58:58.765837+00
511,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,61.0000,normal,1.00,2025-03-03 00:00:00+00,2025-08-09 06:58:58.765837+00
512,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.0000,normal,1.00,2025-03-04 00:00:00+00,2025-08-09 06:58:58.765837+00
513,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,51.0000,normal,1.00,2025-03-05 00:00:00+00,2025-08-09 06:58:58.765837+00
514,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.0000,normal,1.00,2025-03-06 00:00:00+00,2025-08-09 06:58:58.765837+00
515,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,59.7500,normal,1.00,2025-03-07 00:00:00+00,2025-08-09 06:58:58.765837+00
516,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,72.8000,normal,1.00,2025-03-08 00:00:00+00,2025-08-09 06:58:58.765837+00
517,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,65.7500,normal,1.00,2025-03-09 00:00:00+00,2025-08-09 06:58:58.765837+00
518,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,57.5000,normal,1.00,2025-03-10 00:00:00+00,2025-08-09 06:58:58.765837+00
519,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,59.0000,normal,1.00,2025-03-11 00:00:00+00,2025-08-09 06:58:58.765837+00
520,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.5000,normal,1.00,2025-03-12 00:00:00+00,2025-08-09 06:58:58.765837+00
521,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,49.7500,normal,1.00,2025-03-13 00:00:00+00,2025-08-09 06:58:58.765837+00
522,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.5000,normal,1.00,2025-03-14 00:00:00+00,2025-08-09 06:58:58.765837+00
523,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,56.5000,normal,1.00,2025-03-15 00:00:00+00,2025-08-09 06:58:58.765837+00
524,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,50.2500,normal,1.00,2025-03-17 00:00:00+00,2025-08-09 06:58:58.765837+00
525,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,66.7500,normal,1.00,2025-03-18 00:00:00+00,2025-08-09 06:58:58.765837+00
526,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,68.0000,normal,1.00,2025-03-19 00:00:00+00,2025-08-09 06:58:58.765837+00
527,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,73.7500,normal,1.00,2025-03-20 00:00:00+00,2025-08-09 06:58:58.765837+00
528,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,66.7500,normal,1.00,2025-03-21 00:00:00+00,2025-08-09 06:58:58.765837+00
529,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,58.0000,normal,1.00,2025-03-22 00:00:00+00,2025-08-09 06:58:58.765837+00
530,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,55.7530,normal,1.00,2025-03-23 00:00:00+00,2025-08-09 06:58:58.765837+00
531,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,62.0000,normal,1.00,2025-03-24 00:00:00+00,2025-08-09 06:58:58.765837+00
532,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,5.0000,normal,1.00,2025-03-25 00:00:00+00,2025-08-09 06:58:58.765837+00
533,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,54.5000,normal,1.00,2025-03-26 00:00:00+00,2025-08-09 06:58:58.765837+00
534,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,65.0000,normal,1.00,2025-03-27 00:00:00+00,2025-08-09 06:58:58.765837+00
535,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,54.5000,normal,1.00,2025-03-28 00:00:00+00,2025-08-09 06:58:58.765837+00
536,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,74.5000,normal,1.00,2025-03-29 00:00:00+00,2025-08-09 06:58:58.765837+00
537,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,62.7500,normal,1.00,2025-03-30 00:00:00+00,2025-08-09 06:58:58.765837+00
538,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,59.2500,normal,1.00,2025-03-31 00:00:00+00,2025-08-09 06:58:58.765837+00
539,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.7500,normal,1.00,2025-04-01 00:00:00+00,2025-08-09 06:58:58.765837+00
540,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.5000,normal,1.00,2025-04-02 00:00:00+00,2025-08-09 06:58:58.765837+00
541,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,55.5000,normal,1.00,2025-04-03 00:00:00+00,2025-08-09 06:58:58.765837+00
542,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,54.5000,normal,1.00,2025-04-04 00:00:00+00,2025-08-09 06:58:58.765837+00
543,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,56.2500,normal,1.00,2025-04-05 00:00:00+00,2025-08-09 06:58:58.765837+00
544,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,55.0000,normal,1.00,2025-04-06 00:00:00+00,2025-08-09 06:58:58.765837+00
545,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,56.0000,normal,1.00,2025-04-07 00:00:00+00,2025-08-09 06:58:58.765837+00
546,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,57.7500,normal,1.00,2025-04-08 00:00:00+00,2025-08-09 06:58:58.765837+00
547,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.0000,normal,1.00,2025-04-09 00:00:00+00,2025-08-09 06:58:58.765837+00
548,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,52.0000,normal,1.00,2025-04-10 00:00:00+00,2025-08-09 06:58:58.765837+00
549,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,60.2500,normal,1.00,2025-04-11 00:00:00+00,2025-08-09 06:58:58.765837+00
550,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,54.0000,normal,1.00,2025-04-12 00:00:00+00,2025-08-09 06:58:58.765837+00
551,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,56.5000,normal,1.00,2025-04-13 00:00:00+00,2025-08-09 06:58:58.765837+00
552,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,56.0000,normal,1.00,2025-04-14 00:00:00+00,2025-08-09 06:58:58.765837+00
553,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,58.2500,normal,1.00,2025-04-15 00:00:00+00,2025-08-09 06:58:58.765837+00
554,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.5000,normal,1.00,2025-04-16 00:00:00+00,2025-08-09 06:58:58.765837+00
555,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,49.2500,normal,1.00,2025-04-17 00:00:00+00,2025-08-09 06:58:58.765837+00
556,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,48.0000,normal,1.00,2025-04-18 00:00:00+00,2025-08-09 06:58:58.765837+00
557,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,53.7500,normal,1.00,2025-04-19 00:00:00+00,2025-08-09 06:58:58.765837+00
558,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,sys_gh_rh,50.7500,normal,1.00,2025-04-20 00:00:00+00,2025-08-09 06:58:58.765837+00
559,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1650,normal,1.00,2024-12-30 00:00:00+00,2025-08-09 06:58:58.765837+00
560,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1650,normal,1.00,2024-12-31 00:00:00+00,2025-08-09 06:58:58.765837+00
561,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1660,normal,1.00,2025-01-01 00:00:00+00,2025-08-09 06:58:58.765837+00
562,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1670,normal,1.00,2025-01-02 00:00:00+00,2025-08-09 06:58:58.765837+00
563,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1640,normal,1.00,2025-01-03 00:00:00+00,2025-08-09 06:58:58.765837+00
564,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1640,normal,1.00,2025-01-04 00:00:00+00,2025-08-09 06:58:58.765837+00
565,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1600,normal,1.00,2025-01-05 00:00:00+00,2025-08-09 06:58:58.765837+00
566,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1620,normal,1.00,2025-01-06 00:00:00+00,2025-08-09 06:58:58.765837+00
567,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1570,normal,1.00,2025-01-07 00:00:00+00,2025-08-09 06:58:58.765837+00
568,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1610,normal,1.00,2025-01-08 00:00:00+00,2025-08-09 06:58:58.765837+00
569,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1550,normal,1.00,2025-01-09 00:00:00+00,2025-08-09 06:58:58.765837+00
570,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1580,normal,1.00,2025-01-10 00:00:00+00,2025-08-09 06:58:58.765837+00
571,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1580,normal,1.00,2025-01-11 00:00:00+00,2025-08-09 06:58:58.765837+00
572,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-01-12 00:00:00+00,2025-08-09 06:58:58.765837+00
573,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1580,normal,1.00,2025-01-13 00:00:00+00,2025-08-09 06:58:58.765837+00
574,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1510,normal,1.00,2025-01-14 00:00:00+00,2025-08-09 06:58:58.765837+00
575,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-01-15 00:00:00+00,2025-08-09 06:58:58.765837+00
576,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1490,normal,1.00,2025-01-16 00:00:00+00,2025-08-09 06:58:58.765837+00
577,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-01-17 00:00:00+00,2025-08-09 06:58:58.765837+00
578,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1520,normal,1.00,2025-01-18 00:00:00+00,2025-08-09 06:58:58.765837+00
579,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1560,normal,1.00,2025-01-19 00:00:00+00,2025-08-09 06:58:58.765837+00
580,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1510,normal,1.00,2025-01-20 00:00:00+00,2025-08-09 06:58:58.765837+00
581,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1550,normal,1.00,2025-01-21 00:00:00+00,2025-08-09 06:58:58.765837+00
582,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1510,normal,1.00,2025-01-22 00:00:00+00,2025-08-09 06:58:58.765837+00
583,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1490,normal,1.00,2025-01-23 00:00:00+00,2025-08-09 06:58:58.765837+00
584,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1510,normal,1.00,2025-01-24 00:00:00+00,2025-08-09 06:58:58.765837+00
585,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1550,normal,1.00,2025-01-25 00:00:00+00,2025-08-09 06:58:58.765837+00
586,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1480,normal,1.00,2025-01-26 00:00:00+00,2025-08-09 06:58:58.765837+00
587,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1480,normal,1.00,2025-01-27 00:00:00+00,2025-08-09 06:58:58.765837+00
588,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-01-28 00:00:00+00,2025-08-09 06:58:58.765837+00
589,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-01-29 00:00:00+00,2025-08-09 06:58:58.765837+00
590,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1510,normal,1.00,2025-01-30 00:00:00+00,2025-08-09 06:58:58.765837+00
591,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-01-31 00:00:00+00,2025-08-09 06:58:58.765837+00
592,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1480,normal,1.00,2025-02-01 00:00:00+00,2025-08-09 06:58:58.765837+00
593,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1580,normal,1.00,2025-02-02 00:00:00+00,2025-08-09 06:58:58.765837+00
594,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-02-03 00:00:00+00,2025-08-09 06:58:58.765837+00
595,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1460,normal,1.00,2025-02-04 00:00:00+00,2025-08-09 06:58:58.765837+00
596,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-02-05 00:00:00+00,2025-08-09 06:58:58.765837+00
597,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1520,normal,1.00,2025-02-06 00:00:00+00,2025-08-09 06:58:58.765837+00
598,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1490,normal,1.00,2025-02-07 00:00:00+00,2025-08-09 06:58:58.765837+00
599,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1490,normal,1.00,2025-02-08 00:00:00+00,2025-08-09 06:58:58.765837+00
600,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1520,normal,1.00,2025-02-09 00:00:00+00,2025-08-09 06:58:58.765837+00
601,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1475,normal,1.00,2025-02-10 00:00:00+00,2025-08-09 06:58:58.765837+00
602,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1478,normal,1.00,2025-02-11 00:00:00+00,2025-08-09 06:58:58.765837+00
603,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1508,normal,1.00,2025-02-12 00:00:00+00,2025-08-09 06:58:58.765837+00
604,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1480,normal,1.00,2025-02-13 00:00:00+00,2025-08-09 06:58:58.765837+00
605,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-02-14 00:00:00+00,2025-08-09 06:58:58.765837+00
606,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1555,normal,1.00,2025-02-15 00:00:00+00,2025-08-09 06:58:58.765837+00
607,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1528,normal,1.00,2025-02-16 00:00:00+00,2025-08-09 06:58:58.765837+00
608,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-02-17 00:00:00+00,2025-08-09 06:58:58.765837+00
609,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1520,normal,1.00,2025-02-18 00:00:00+00,2025-08-09 06:58:58.765837+00
610,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1525,normal,1.00,2025-02-19 00:00:00+00,2025-08-09 06:58:58.765837+00
611,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1488,normal,1.00,2025-02-20 00:00:00+00,2025-08-09 06:58:58.765837+00
612,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1490,normal,1.00,2025-02-21 00:00:00+00,2025-08-09 06:58:58.765837+00
613,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1540,normal,1.00,2025-02-22 00:00:00+00,2025-08-09 06:58:58.765837+00
614,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1485,normal,1.00,2025-02-23 00:00:00+00,2025-08-09 06:58:58.765837+00
615,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1500,normal,1.00,2025-02-24 00:00:00+00,2025-08-09 06:58:58.765837+00
616,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1493,normal,1.00,2025-02-25 00:00:00+00,2025-08-09 06:58:58.765837+00
617,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1485,normal,1.00,2025-02-26 00:00:00+00,2025-08-09 06:58:58.765837+00
618,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1460,normal,1.00,2025-02-27 00:00:00+00,2025-08-09 06:58:58.765837+00
619,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1458,normal,1.00,2025-02-28 00:00:00+00,2025-08-09 06:58:58.765837+00
620,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1458,normal,1.00,2025-03-01 00:00:00+00,2025-08-09 06:58:58.765837+00
621,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1523,normal,1.00,2025-03-02 00:00:00+00,2025-08-09 06:58:58.765837+00
622,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1400,normal,1.00,2025-03-03 00:00:00+00,2025-08-09 06:58:58.765837+00
623,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1428,normal,1.00,2025-03-04 00:00:00+00,2025-08-09 06:58:58.765837+00
624,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1425,normal,1.00,2025-03-05 00:00:00+00,2025-08-09 06:58:58.765837+00
625,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1420,normal,1.00,2025-03-06 00:00:00+00,2025-08-09 06:58:58.765837+00
626,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1420,normal,1.00,2025-03-07 00:00:00+00,2025-08-09 06:58:58.765837+00
627,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1428,normal,1.00,2025-03-08 00:00:00+00,2025-08-09 06:58:58.765837+00
628,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1435,normal,1.00,2025-03-09 00:00:00+00,2025-08-09 06:58:58.765837+00
629,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1340,normal,1.00,2025-03-10 00:00:00+00,2025-08-09 06:58:58.765837+00
630,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1428,normal,1.00,2025-03-11 00:00:00+00,2025-08-09 06:58:58.765837+00
631,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1388,normal,1.00,2025-03-12 00:00:00+00,2025-08-09 06:58:58.765837+00
632,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1433,normal,1.00,2025-03-13 00:00:00+00,2025-08-09 06:58:58.765837+00
633,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1380,normal,1.00,2025-03-14 00:00:00+00,2025-08-09 06:58:58.765837+00
634,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1398,normal,1.00,2025-03-15 00:00:00+00,2025-08-09 06:58:58.765837+00
635,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1360,normal,1.00,2025-03-16 00:00:00+00,2025-08-09 06:58:58.765837+00
636,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1405,normal,1.00,2025-03-17 00:00:00+00,2025-08-09 06:58:58.765837+00
637,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1350,normal,1.00,2025-03-18 00:00:00+00,2025-08-09 06:58:58.765837+00
638,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1430,normal,1.00,2025-03-19 00:00:00+00,2025-08-09 06:58:58.765837+00
639,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1355,normal,1.00,2025-03-20 00:00:00+00,2025-08-09 06:58:58.765837+00
640,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1353,normal,1.00,2025-03-21 00:00:00+00,2025-08-09 06:58:58.765837+00
641,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1363,normal,1.00,2025-03-22 00:00:00+00,2025-08-09 06:58:58.765837+00
642,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1353,normal,1.00,2025-03-23 00:00:00+00,2025-08-09 06:58:58.765837+00
643,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1380,normal,1.00,2025-03-24 00:00:00+00,2025-08-09 06:58:58.765837+00
644,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1390,normal,1.00,2025-03-25 00:00:00+00,2025-08-09 06:58:58.765837+00
645,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1390,normal,1.00,2025-03-26 00:00:00+00,2025-08-09 06:58:58.765837+00
646,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1410,normal,1.00,2025-03-27 00:00:00+00,2025-08-09 06:58:58.765837+00
647,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1360,normal,1.00,2025-03-28 00:00:00+00,2025-08-09 06:58:58.765837+00
648,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.0370,normal,1.00,2025-03-29 00:00:00+00,2025-08-09 06:58:58.765837+00
649,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1410,normal,1.00,2025-03-30 00:00:00+00,2025-08-09 06:58:58.765837+00
650,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1130,normal,1.00,2025-03-31 00:00:00+00,2025-08-09 06:58:58.765837+00
651,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1400,normal,1.00,2025-04-01 00:00:00+00,2025-08-09 06:58:58.765837+00
652,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1390,normal,1.00,2025-04-02 00:00:00+00,2025-08-09 06:58:58.765837+00
653,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1380,normal,1.00,2025-04-03 00:00:00+00,2025-08-09 06:58:58.765837+00
654,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1470,normal,1.00,2025-04-04 00:00:00+00,2025-08-09 06:58:58.765837+00
655,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1380,normal,1.00,2025-04-05 00:00:00+00,2025-08-09 06:58:58.765837+00
656,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1440,normal,1.00,2025-04-06 00:00:00+00,2025-08-09 06:58:58.765837+00
657,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1435,normal,1.00,2025-04-07 00:00:00+00,2025-08-09 06:58:58.765837+00
658,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1433,normal,1.00,2025-04-08 00:00:00+00,2025-08-09 06:58:58.765837+00
659,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1465,normal,1.00,2025-04-09 00:00:00+00,2025-08-09 06:58:58.765837+00
660,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1548,normal,1.00,2025-04-10 00:00:00+00,2025-08-09 06:58:58.765837+00
661,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1468,normal,1.00,2025-04-11 00:00:00+00,2025-08-09 06:58:58.765837+00
662,5c5bc271-66b8-4b72-bb5f-66a5695222df,GH1,fwater_ec,0.1488,normal,1.00,2025-04-12 00:00:00+00,2025-08-09 06:58:58.765837+00
